fips,state,st,year,d08,d10,d12,d14,d16,poptotal,malepop,femalepop,popu18,pop25o,pop324,pop60o,whitepop,blackpop,hisppop,asianpop,amindpop,multipop,otherpop,noncit,noncit18o,enroll,nohs,hs,bacc,grad,incmed,incmean,incpc,medage,meanage,maleprop,femaleprop,whiteprop,nonwhprop,blackprop,hispprop,asianprop,amindprop,multiprop,otherprop,lexp,health_index,hsplus,baccplus,hsprop,baccprop,gradprop,attain_score,attain_index,enrollprop,enroll_index,ed_index,inc_index,hdi,presvotes,tovep,tovap,toacs
42,Pennsylvania,PA,2012,0,0,1,0,0,12763536,6236352,6527184,2732366,8760975,3587517,2829554,10042967,1342894,776832,365596,13567,210985,10695,370710,329468,2775943,969282,5331189,1502302,958202,31509,43361.09354773368,22766.094514334218,40,39.74300225266728,0.4886069189603884,0.5113930810396116,0.7868483310581018,0.2131516689418982,0.1052133201959081,0.060863384566784626,0.02864378648675414,0.0010629499536805474,0.016530293799461214,8.379339393096083e-4,78.55,5.229166666666666,7791693,2460504,0.8893636838365593,0.28084819326616045,0.10937161674357021,1.2795834938462898,5.197223292308598,0.7737783542210392,4.965095834886836,5.119847473168011,4.694484283617369,5.009093429056965,5742040,0.595,0.5720000000000001,0.591859036692737
42,Pennsylvania,PA,2014,0,0,0,1,0,12787209,6259208,6528001,2688940,8874813,3490543,2957184,9939480,1369092,833619,399374,15380,207488,22776,388663,352687,2684663,931813,5385981,1553738,1003281,30639.360000000004,43553.499404507806,22952.085571323158,40,40.069008725829065,0.48948977059810317,0.5105102294018968,0.7772986270889918,0.22270137291100822,0.10706730452282433,0.06519163016730234,0.031232304093880062,0.001202764418724993,0.016226214805748464,0.001781154902527987,78.76,5.316666666666668,7943000,2557019,0.8950047736217089,0.2881208877302541,0.11304812845070651,1.2961737898026695,5.307825265351131,0.7691247464935971,4.832135614102774,5.149262048268344,4.500445276580043,4.975995404324908,3495866,0.361,0.34600000000000003,0.3587129019077568
42,Pennsylvania,PA,2016,0,0,0,0,1,12784227,6259953,6524274,2664966,8929577,3439881,3084314,9829121,1355439,898332,423100,17642,242498,18095,398878,353126,2651510,899986,5275280,1681218,1073093,32000,45693.306233053554,24281.491417744695,40,40.36783193852862,0.4896622220490922,0.5103377779509077,0.7688475024731648,0.2311524975268352,0.10602432200241751,0.07026877729877606,0.03309546990991321,0.0013799817540786784,0.018968530518114236,0.0014154160435355223,78.21,5.087499999999997,8029591,2754311,0.8992129190442055,0.30844809334193546,0.12017288164937712,1.327833894035518,5.518892626903455,0.7708144555000594,4.880413014287414,5.306066089364775,4.801686985629295,5.06085204687943,6165478,0.636,0.61,0.6313119775632837
44,Rhode Island,RI,2008,1,0,0,0,0,1050788,506850,543938,224135,709463,305489,202157,824784,49388,120662,30435,3298,15646,6575,66361,60170,244417,118300,378511,132284,80368,33045,44415.13245966951,25189.85572581101,38,38.63824387031447,0.4823522918038653,0.5176477081961347,0.7849195080263573,0.21508049197364265,0.047000917406746175,0.11483001328526782,0.028963977510211385,0.0031385969386784015,0.01488977795711409,0.006257208875624769,79.21,5.504166666666665,591163,212652,0.8332541654744504,0.2997365613146845,0.11328004420244607,1.246270770991581,4.975138473277207,0.8000844547594185,5.716698707411957,5.22232521798879,5.024474374235065,5.246649372495248,471766,0.618,0.5710000000000001,0.6154944075732925
44,Rhode Island,RI,2010,0,1,0,0,0,1052886,509121,543765,223688,710610,308900,211267,804116,55008,131486,30202,1917,23671,6486,66778,61453,243122,116621,377529,128840,87620,33174,44954.41370325724,23917.444848772233,39,38.96348322610425,0.48354807642992687,0.5164519235700731,0.7637256075206622,0.2362743924793378,0.0522449723901733,0.12488151613754955,0.02868496684351392,0.0018207099344088535,0.022482016096709426,0.006160211076982693,79.52,5.633333333333331,593989,216460,0.8358860697147521,0.30461153093820803,0.12330251474085645,1.2638001153938165,5.09200076929211,0.7870573000971188,5.34449428848911,5.17616527569111,5.051486483811071,5.281179474561227,342290,0.44799999999999995,0.41200000000000003,0.44583813636038006
44,Rhode Island,RI,2012,0,0,1,0,0,1050292,506587,543705,217152,710850,305764,222129,792348,50826,138867,32883,2974,22442,9952,70847,63338,238647,100714,388005,129072,93059,31509,43811.227052828006,24056.484122145175,39,39.290297364923276,0.48232967593773923,0.5176703240622608,0.7544073457667011,0.2455926542332989,0.048392256629584914,0.13221751665251189,0.03130843613014286,0.002831593499712461,0.021367391163600216,0.009475460157746607,80.16,5.899999999999999,610136,222131,0.8583189139762256,0.31248645987198426,0.13091228810578884,1.3017176619539987,5.344784413026659,0.7804941065658482,5.1569744733099485,5.282181099787755,4.694484283617369,5.269277401911527,446049,0.58,0.534,0.5794334127476936
44,Rhode Island,RI,2014,0,0,0,1,0,1055173,511893,543280,211655,725506,300328,235854,781096,57976,148206,34902,4405,23073,5515,66007,61175,236043,105542,401065,130342,88557,30336.000000000004,44487.93398119691,24379.40966963181,39,39.8087820670165,0.48512708342613015,0.5148729165738699,0.740253967832763,0.259746032167237,0.05494454463865167,0.14045658863522853,0.03307704044739583,0.004174670883352777,0.021866556479364047,0.005226631083244169,79.98,5.825000000000001,619964,218899,0.8545263581555493,0.3017190760655322,0.12206239507323165,1.278307829294313,5.188718861962087,0.7859506939079939,5.312876968799825,5.230104897574666,4.431459685948607,5.13000408121582,324055,0.41700000000000004,0.385,0.4142109023791355
44,Rhode Island,RI,2016,0,0,0,0,1,1056426,510780,545646,208694,732652,291999,241748,768390,59982,157949,37576,2773,23990,5766,67058,60272,230220,85037,395377,152417,99821,35000,46683.056401822774,25686.461314848366,40,40.06255525706486,0.4834981342753775,0.5165018657246224,0.7273486264063929,0.27265137359360714,0.056778231508879944,0.1495126019238451,0.03556898448163904,0.002624888065988531,0.022708642157614447,0.005458025455640054,79.95,5.812500000000002,647615,252238,0.8839326173954347,0.34428077723120937,0.1362461304957879,1.3644595251224318,5.763063500816212,0.788427357627937,5.3836387893696305,5.636588597000685,5.422967602946497,5.6217574554985354,464144,0.591,0.547,0.5894191450994336
45,South Carolina,SC,2008,1,0,0,0,0,4479800,2179254,2300546,1063703,2961620,1343309,848554,2908458,1261485,177999,48931,9796,64977,8154,127651,113353,1017157,489418,1766163,451914,254125,28198.399999999998,38339.89029039164,19999.437852784387,37,37.485141524175184,0.48646234206884237,0.5135376579311577,0.649238358855306,0.350761641144694,0.2815940443769811,0.03973369346845841,0.010922585829724541,0.002186704763605518,0.014504442162596545,0.001820170543327827,76.51,4.379166666666669,2472202,706039,0.8347465238619404,0.23839621558471377,0.0858060791053545,1.1589488185520087,4.392992123680058,0.7572025498228628,4.491501423510368,4.425828556956827,3.9248665475898155,4.237115654851654,1920969,0.58,0.5529999999999999,0.5816281855329992
45,South Carolina,SC,2010,0,1,0,0,0,4636312,2251172,2385140,1081129,3075294,1386481,915433,2968194,1296427,231807,53635,10749,72748,2752,149333,135569,1063419,489187,1829365,487082,269660,27644.999999999996,37521.53920126439,18384.750106694588,37,37.7369728353053,0.48555230968062546,0.5144476903193745,0.6402058360179383,0.35979416398206165,0.2796246240546365,0.04999814507738047,0.011568462174245392,0.002318437585736249,0.015690919851813253,5.935752382497123e-4,76.76,4.483333333333335,2586107,756742,0.8409300053913544,0.24607143251994767,0.08768592531315705,1.1746873632244592,4.497915754829728,0.7669913976462713,4.771182789893468,4.5890047665176414,3.787452104866702,4.271255614289708,1344198,0.397,0.376,0.3930847165791227
45,South Carolina,SC,2012,0,0,1,0,0,4723723,2296288,2427435,1080796,3154584,1403360,984380,3015315,1295284,247336,60933,13917,85771,5167,140312,128922,1041343,476812,1879235,513690,284847,27307.8,37240.6983690107,18151.781228925196,38,38.20248858792101,0.48611825883947896,0.5138817411605211,0.6383344239279061,0.36166557607209393,0.27420828867399716,0.05236039454472669,0.012899359255400878,0.002946193076943758,0.018157499921142708,0.001093840599882762,77.02,4.591666666666665,2677772,798537,0.8488510687938569,0.2531354371923525,0.09029621655343462,1.192282722539644,4.615218150264293,0.7420355432675864,4.058158379073896,4.429531559867494,3.7023668993731484,4.2228196704168806,1964118,0.563,0.536,0.5589400128912736
45,South Carolina,SC,2014,0,0,0,1,0,4832482,2352536,2479946,1080739,3260970,1408645,1068934,3081026,1319541,257759,68718,13027,86197,6214,138103,128428,1056819,455681,1950789,538289,316211,26291.200000000004,37341.09124965815,18594.361144169976,38,38.75691145874935,0.48681733320475895,0.513182666795241,0.6375659547205763,0.3624340452794237,0.2730565783793918,0.05333884326935931,0.014220021926620731,0.002695716197183973,0.017837003841918088,0.0012858816649498124,77.04,4.600000000000002,2805289,854500,0.8602621305930443,0.2620385958779136,0.09696838670702276,1.2192691131779807,4.795127421186538,0.7502379946686355,4.292514133389586,4.627589658587554,3.439342301704374,4.1833996744871635,1246301,0.348,0.331,0.3439670577910008
45,South Carolina,SC,2016,0,0,0,0,1,4961119,2406185,2554934,1099814,3387899,1398769,1153650,3161257,1332396,273209,78307,12434,91290,12226,147467,133364,1066285,454303,2001950,605250,326396,29000,39684.62410675706,20028.730412433164,39,39.234954855950846,0.48500852327871996,0.51499147672128,0.6372064447557093,0.3627935552442907,0.26856763564832853,0.05507003561091762,0.01578414063440123,0.0025062894076920954,0.018401090560415907,0.0024643633825352706,76.81,4.504166666666667,2933596,931646,0.8659042078881336,0.274992259214339,0.0963417150275141,1.2372381821299867,4.914921214199912,0.7623024244889613,4.6372121282560395,4.822351518885288,4.119202486868895,4.472621556231171,2103027,0.5670000000000001,0.542,0.5641256125029875
46,South Dakota,SD,2008,1,0,0,0,0,804194,401583,402611,201529,521168,250802,156039,689380,7259,22420,5157,63220,16489,269,7525,6640,189043,51199,345611,87552,36806,27537.499999999996,35720.42582739043,21124.250845774153,37,37.59473584732042,0.4993608507399956,0.5006391492600044,0.8572309666572991,0.14276903334270086,0.009026428946249289,0.027878845154278693,0.006412631777904337,0.07861287201844332,0.02050375904321594,3.3449640260932066e-4,79.02,5.424999999999999,469969,124358,0.9017610444232954,0.23861403616492186,0.07062214103705523,1.2109972216252727,4.739981477501818,0.7537539573049656,4.3929702087133045,4.624311054572313,3.760439995290696,4.552274916067621,381975,0.647,0.634,0.6408707688435887
46,South Dakota,SD,2010,0,1,0,0,0,816463,410049,406414,204414,529870,250392,161007,691804,10052,20883,4893,72063,16434,334,11602,8978,192721,51503,327920,106323,44124,28087.319999999996,36737.10093437219,20877.04876491672,37,37.598336973016536,0.5022260653575239,0.49777393464247616,0.8473182495716278,0.15268175042837218,0.01231164180128187,0.02557739909830574,0.005992923133075228,0.08826241972998164,0.020128285053946107,4.0908161178155044e-4,79.3,5.541666666666666,478367,150447,0.9028006869609527,0.283931907826448,0.08327325570422935,1.27000585049163,5.133372336610868,0.769677146234704,4.847918463848686,5.03822104569014,3.897501949741678,4.774207815117877,317083,0.529,0.515,0.5257805465691436
46,South Dakota,SD,2012,0,0,1,0,0,833354,416849,416505,204137,542020,257330,167803,698213,15904,23402,8090,73835,12557,1353,12904,10622,196126,50768,346800,99515,44937,27412.83,36174.269870645505,20711.038636008587,36,37.719034167952636,0.500206394881407,0.49979360511859305,0.837834821696422,0.16216517830357802,0.019084326708697624,0.028081703573751372,0.00970775924757066,0.08859980272489243,0.015068026312947439,0.0016235597357185541,79.09,5.4541666666666675,491252,144452,0.9063355595734475,0.26650677096786096,0.08290653481421349,1.255748865355522,5.038325769036813,0.7621575409007889,4.633072597165398,4.903241378413008,3.728981114996683,4.63732236830281,363815,0.593,0.5760000000000001,0.5881311682118349
46,South Dakota,SD,2014,0,0,0,1,0,853175,428862,424313,209494,555559,259616,179591,709243,13647,29285,9823,69004,22173,0,12450,10746,193907,47302,360796,110284,37177,28920.320000000003,38056.12858688989,21888.620363351485,36,37.759034195798044,0.5026659243414305,0.49733407565856946,0.8312983854426115,0.16870161455738852,0.015995546048583234,0.034324728221056644,0.011513464412342134,0.08087906935857239,0.02598880651683418,0,79.24,5.516666666666664,508257,147461,0.9148569278870471,0.26542815434544303,0.06691818510725234,1.2472032673397426,4.9813551155982845,0.7468992666091459,4.197121903118454,4.719944044771674,4.100127268959718,4.743915853434003,279412,0.44299999999999995,0.431,0.4414544937473832
46,South Dakota,SD,2016,0,0,0,0,1,865454,435923,429531,213902,565146,263283,192768,713617,13026,32249,12876,75978,17642,66,20303,17475,202665,48471,349196,115183,52296,30000,40895.000430197404,23060.760157096738,36,37.97819063751511,0.5036928594702896,0.4963071405297104,0.824557977662591,0.17544202233740902,0.015051059906130194,0.03726252348478371,0.014877740469164161,0.08778976121203438,0.02038467671303154,7.626055226505395e-5,78.99,5.412499999999998,516675,167479,0.9142327823252753,0.29634643083380224,0.09253538023802699,1.3031145933971047,5.354097289314032,0.7697610555941705,4.8503158741191585,5.186170150915741,4.354241763469901,4.962711968701642,370093,0.586,0.5660000000000001,0.5836720145975962
47,Tennessee,TN,2008,1,0,0,0,0,6214888,3026662,3188226,1468474,4185397,1780220,1160450,4780679,1011553,234868,81992,14388,85058,6350,170025,148817,1356956,713323,2521184,621639,329251,27537.499999999996,39261.94560818803,20956.672544183177,37,37.57649035670474,0.4870018574751468,0.5129981425248532,0.7692301132377607,0.2307698867622393,0.1627628687757527,0.037791187870159525,0.013192836298900319,0.002315085967759998,0.013686167795783287,0.0010217400538835133,75.91,4.1291666666666655,3472074,950890,0.8295686167883238,0.22719230696634035,0.07866661155441168,1.135427535309076,4.2361835687271725,0.7622406219456023,4.635446341302923,4.369271159585756,3.760439995290696,4.078527153093424,2599749,0.57,0.545,0.5654582165422503
47,Tennessee,TN,2010,0,1,0,0,0,6356897,3092151,3264746,1499117,4245832,1866190,1242068,4806182,1060668,286779,94044,10669,93550,5005,191991,168358,1408566,697056,2572239,617709,358828,27644.999999999996,38628.93717205549,19178.73260416593,38,37.781094298051386,0.48642458734190597,0.513575412658094,0.7560578691144437,0.24394213088555627,0.16685310458860667,0.04511304807990439,0.014794010348130542,0.0016783345710965586,0.01471629947755957,7.873338202585318e-4,76.19,4.245833333333333,3548776,976537,0.8358258169423567,0.22999897311057055,0.08451300004333662,1.150337790096264,4.335585267308426,0.7547816674615125,4.422333356043216,4.364501296886689,3.787452104866702,4.124914074441966,1601549,0.34600000000000003,0.32799999999999996,0.3415237528207101
47,Tennessee,TN,2012,0,0,1,0,0,6456243,3145360,3310883,1492012,4337792,1892202,1303613,4842904,1085556,306710,97196,13146,105491,5240,181314,160128,1432480,646680,2625847,684857,380408,27307.8,38453.32220037575,19043.753217591253,38,38.14586579222622,0.4871811671276933,0.5128188328723067,0.7501117910214966,0.2498882089785034,0.1681405114398575,0.04750595663762965,0.015054575857817,0.0020361687129805987,0.016339378799713703,8.116175305049702e-4,76.29,4.287500000000002,3691112,1065265,0.8509195461654224,0.24557770404851131,0.0876962288648234,1.1841934790787572,4.561289860525048,0.757043909688289,4.486968848236831,4.536516189762309,3.7023668993731484,4.160402521289048,2458577,0.519,0.494,0.5117660882791231
47,Tennessee,TN,2014,0,0,0,1,0,6549352,3191229,3358123,1493436,4421745,1888528,1385901,4882501,1096835,321898,103181,16010,123244,5683,208805,185641,1407620,628450,2668396,723120,401779,26695.680000000004,38834.10838472154,19403.524684077205,38,38.4987435398189,0.48725873949056336,0.5127412605094367,0.7454937526643858,0.2545062473356142,0.16747229344216039,0.04914959525766824,0.015754383029038598,0.0024445166483646015,0.01881773952598669,8.677194323957546e-4,76.22,4.258333333333333,3793295,1124899,0.8578728533644523,0.2544015993685751,0.09086435332657129,1.2031388060595987,4.687592040397324,0.7453529945015377,4.152942700043935,4.5093755936128606,3.5451916043992955,4.083180626045895,1374065,0.28600000000000003,0.272,0.28213293910508136
47,Tennessee,TN,2016,0,0,0,0,1,6651194,3243960,3407234,1502677,4529601,1882535,1462483,4933056,1106549,346102,121271,14943,122492,6781,209342,185324,1405219,593123,2750774,753804,431900,30000,41246.52121450822,20781.25779506657,38,38.81238872298718,0.48772596318796296,0.5122740368120371,0.7416797645655803,0.25832023543441973,0.16636847459268217,0.052036070516060726,0.018232966892861642,0.0022466642831347272,0.0184165429545432,0.0010195161951372942,75.98,4.158333333333335,3936478,1185704,0.8690562369621518,0.2617678687372243,0.09535056178237332,1.2261746674817495,4.84116444987833,0.7464503980005683,4.184297085730525,4.622208661829061,4.354241763469901,4.374151241558947,2508027,0.511,0.486,0.505325301675756
48,Texas,TX,2008,1,0,0,0,0,24326974,12147252,12179722,6732247,15128848,7992369,3534990,11532911,2737925,8815582,848295,71368,279720,41173,2645208,2358208,6033609,3074206,8229807,2584812,1240023,29740.499999999996,43278.28206251983,22715.445529757173,33,34.34287018188124,0.49933263380805193,0.5006673661919481,0.47407914358768993,0.5259208564123101,0.11254687903230381,0.36237889677524215,0.03487055151207873,0.002933698206772449,0.011498347472233907,0.0016924834136789887,77.8,4.916666666666665,12054642,3824835,0.796798407915791,0.2528173328200535,0.08196413897475868,1.1315798797106031,4.210532531404021,0.7549212254839585,4.426320728113099,4.282461930307047,4.294010482215397,4.488237109729708,8077795,0.541,0.455,0.5301601369709183
48,Texas,TX,2010,0,1,0,0,0,25257114,12524157,12732957,6889245,15766203,8364459,3812993,11415180,2907577,9533031,972094,70324,318268,40640,2807678,2512238,6388677,3041349,8634036,2732758,1358060,29856.6,43152.86565061657,21830.104131744145,33,34.68443144375086,0.49586651111445273,0.5041334888855472,0.45195900054139204,0.548040999458608,0.11511913039629151,0.37743944141836633,0.03848792858914918,0.0027843244481534986,0.012601122994495728,0.0016090516121517288,78.39,5.1625,12724854,4090818,0.8070969275227523,0.25946754586376947,0.08613741685299879,1.1527018902395205,4.351345934930137,0.7637884291141842,4.679669403262407,4.460787091040894,4.32102259179139,4.633964463283533,4979870,0.321,0.26899999999999996,0.31407580057835605
48,Texas,TX,2012,0,0,1,0,0,26059203,12942678,13116525,6973857,16395640,8547225,4125615,11558551,3024177,9959855,1056558,60238,369009,30815,2795035,2537692,6552753,3029238,8947806,2932222,1486374,29408.4,43520.8777897194,21944.60174915822,33,35.047904957031875,0.49666438378794625,0.5033356162120538,0.44354967417844665,0.5564503258215534,0.11605024911928427,0.3822010596410028,0.04054452471167288,0.002311582591378562,0.01416041004784375,0.0011824997103710348,78.62,5.258333333333335,13366402,4418596,0.8152412470632436,0.26949823245692145,0.09065666238097446,1.1753961419011394,4.502640946007596,0.7666526855207392,4.761505300592549,4.58892906420258,4.216157074289321,4.668299883888974,7993851,0.496,0.41700000000000004,0.4830806227879795
48,Texas,TX,2014,0,0,0,1,0,26956958,13379903,13577055,7108828,17099312,8715016,4454022,11715516,3148942,10404856,1163166,58175,435561,30742,2932128,2678776,6625330,3034479,9297843,3114155,1652835,30336.000000000004,44435.91810946582,22651.62688829326,34,35.41794649084663,0.49634320756815364,0.5036567924318464,0.4346008180893408,0.5653991819106592,0.11681369982473541,0.3859803468922569,0.043149008133632885,0.0021580699127846693,0.01615764657124888,0.0011404105760004523,78.63,5.2624999999999975,14064833,4766990,0.8225379477256161,0.2787825615439966,0.09666090659086167,1.1979814158604742,4.653209439069828,0.7602200615581199,4.577716044517714,4.628044974219122,4.431459685948607,4.7611532519236635,4727208,0.28300000000000003,0.23800000000000002,0.27532823890753255
48,Texas,TX,2016,0,0,0,0,1,27862596,13832319,14030277,7286776,17791466,8874477,4800790,11841697,3273703,10885507,1294277,66228,461936,39248,2972312,2718680,6777755,3033621,9612300,3364543,1781002,30000,46297.4967950158,23700.79202889063,34,35.67226485285146,0.49644760308766633,0.5035523969123337,0.4250033629314368,0.5749966370685632,0.11749454358093553,0.39068531159120995,0.04645213245743505,0.002376950087493642,0.016579072531504244,0.0014086268199847566,78.81,5.3375,14757845,5145545,0.8294901049750482,0.28921422214448206,0.10010428595372635,1.2188086130732567,4.792057420488378,0.7637357108480871,4.678163167088204,4.7540926693549865,4.354241763469901,4.798505791824694,8969226,0.514,0.434,0.5022767363642778
49,Utah,UT,2008,1,0,0,0,0,2736424,1379915,1356509,845400,1550412,1021565,342038,2237478,27848,323938,74931,27496,43212,1521,155168,134741,762966,147431,955494,303273,144214,27537.499999999996,39095.36160076845,20991.510538694845,28,31.664429196644964,0.5042767495095789,0.4957232504904211,0.8176649525073599,0.18233504749264007,0.01017678546891856,0.11838004636708346,0.02738281786740651,0.010048150432827661,0.015791412441931513,5.558349144723186e-4,79.77,5.737499999999999,1402981,447487,0.9049085017401826,0.288624572049236,0.09301656591925243,1.2865496397086709,5.2436642647244724,0.7468599648578407,4.1959989959383055,4.894442508462417,3.760439995290696,4.726665450586424,952370,0.56,0.518,0.5422645439260073
49,Utah,UT,2010,0,1,0,0,0,2776469,1396577,1379892,871851,1585008,1029837,358541,2229618,27292,362181,76272,28187,48345,4574,157666,136926,793183,151728,968703,315355,149222,27644.999999999996,39298.95299236992,19869.83208858849,29,31.834002468603106,0.5030047157018501,0.49699528429814993,0.8030408407225148,0.1969591592774852,0.009829751385662869,0.13044662123005876,0.027470863171892068,0.010152103264974325,0.017412404028281966,0.0016474161966151973,79.83,5.762499999999999,1433280,464577,0.9042730383695224,0.2931070379455498,0.09414589705540918,1.2915259733704816,5.276839822469878,0.7702024689344041,4.86292768384012,5.1388691095932915,3.787452104866702,4.822533072458497,643307,0.363,0.336,0.36392482400780224
49,Utah,UT,2012,0,0,1,0,0,2855287,1439630,1415657,885518,1640883,1061922,384046,2278093,26145,379248,85727,24579,58197,3298,152014,135365,813476,142549,994581,334398,169355,27307.8,39387.83291531983,20198.947536606935,29,32.261680874812235,0.5041980018120771,0.495801998187923,0.7978507939832318,0.20214920601676822,0.009156697733012479,0.1328230752285147,0.030023952058059314,0.008608241483255449,0.020382189251028006,0.0011550502628982656,79.86,5.775,1498334,503753,0.9131266519306983,0.30700116949227946,0.10320967430340859,1.3233374957263864,5.488916638175909,0.766041196999403,4.744034199982943,5.240622492111587,3.7023668993731484,4.821010823607363,1017440,0.555,0.514,0.5546433610044461
49,Utah,UT,2014,0,0,0,1,0,2942902,1478762,1464140,905149,1708287,1084631,427737,2331202,31286,396840,88772,29676,60418,4708,155784,140419,838348,145721,1029542,356174,176850,27302.4,40272.619602739665,20692.06500720609,30,32.72986936024374,0.5024842825211305,0.4975157174788695,0.792143944990353,0.207856055009647,0.010631003003158107,0.1348464882622663,0.030164782925153472,0.0100839239634891,0.020530075415355318,0.001599781440224649,79.71,5.712499999999997,1562566,533024,0.9146975888711909,0.31202251143982246,0.10352475901297616,1.3302448593239895,5.534965728826596,0.7729338364844818,4.94096675669948,5.336966071450891,3.700995793928926,4.832216851104124,565970,0.297,0.275,0.29829750586876114
49,Utah,UT,2016,0,0,0,0,1,3051217,1539485,1511732,921098,1783485,1117097,456659,2400503,30598,420634,99862,23380,72400,3840,151960,141823,865645,144323,1061921,378386,198855,30000,42119.87684584489,21964.20599255969,30,33.01850868030691,0.5045478574614654,0.49545214253853465,0.7867362432760436,0.21326375672395637,0.010028129759371425,0.13785777937131316,0.032728580104266596,0.007662516300872734,0.02372823696249726,0.0012585142256352137,79.49,5.620833333333332,1639162,577241,0.9190780970964152,0.32365901591546886,0.11149799409582924,1.3542351071077132,5.694900714051422,0.7749058497158259,4.99730999188074,5.46237047332786,4.354241763469901,5.113263020775142,1131430,0.568,0.528,0.5690450516422102
50,Vermont,VT,2008,1,0,0,0,0,621270,305281,315989,128054,430093,171044,124857,590028,3534,6651,5935,1719,12287,1116,10301,9354,134736,40041,247369,87658,55025,28638.999999999996,38748.887982198394,23849.28007920228,41,39.56201651455889,0.4913821687832987,0.5086178312167012,0.9497126853059057,0.05028731469409431,0.0056883480612294176,0.010705490366507316,0.009553012377871135,0.0027669129364044616,0.019777230511693788,0.001796320440388237,79.81,5.754166666666668,390052,142683,0.906901530599196,0.33174917982854873,0.12793744608724159,1.3665881565149862,5.777254376766575,0.7877271345384813,5.363632415385181,5.639380389639443,4.032356989990844,5.076810272141438,325046,0.6729999999999999,0.66,0.6717741835482017
50,Vermont,VT,2010,0,1,0,0,0,625960,308246,317714,130034,431289,175790,134577,590228,7895,9303,7560,1062,9484,428,10689,9000,138277,35326,249233,91777,54953,29303.699999999997,38616.414267287015,22906.572115243784,41,39.89009201865934,0.492437216435555,0.5075627835644451,0.9429164802862803,0.05708351971371972,0.012612627004920442,0.014861972010991117,0.012077449038277207,0.0016965940315675123,0.015151127867595374,6.837497603680746e-4,80.11,5.879166666666666,395963,146730,0.9180920450092629,0.3402127111982916,0.1274157235635502,1.3857204797711047,5.904803198474031,0.7866033335229535,5.33152381494153,5.713710070629864,4.1914301335070245,5.202340024443245,241605,0.494,0.485,0.4961842251183958
50,Vermont,VT,2012,0,0,1,0,0,626011,309774,316237,122488,437024,174496,144049,588265,5981,10662,9695,2092,9316,0,9894,8741,134675,33610,249865,95989,57560,29408.4,38426.30148886482,23056.117454176525,42,40.63333711388458,0.4948379501318667,0.5051620498681333,0.9397039349148817,0.06029606508511831,0.0095541452147007,0.017031649603601214,0.015486948312409847,0.0033417943135184524,0.0148815276408881,0,80.24,5.933333333333332,403414,153549,0.9230934685509262,0.3513514131946987,0.13170901369261184,1.4061538954382367,6.041025969588244,0.7717941958554924,4.908405595871211,5.663485845015899,4.216157074289321,5.213144740689374,299290,0.607,0.596,0.6048926597976483
50,Vermont,VT,2014,0,0,0,1,0,626562,306643,319919,122074,438609,169062,150308,583504,6297,9872,12936,3402,8936,1615,12124,11123,130840,34906,245069,96261,62373,30336.000000000004,39581.65778918209,23040.747683742073,42,40.84532895387847,0.4894056773312138,0.5105943226687861,0.9312789476540231,0.06872105234597692,0.010050082832983807,0.015755823047040835,0.020646001513018663,0.005429630268034129,0.014261956518269541,0.0025775581666299583,80.11,5.879166666666666,403703,158634,0.9204165897188612,0.36167520502315276,0.14220638427392052,1.4242981790159344,6.16198786010623,0.7739172611231383,4.9690646035182375,5.764346774576898,4.431459685948607,5.315419656358887,193087,0.389,0.381,0.39136744600853324
50,Vermont,VT,2016,0,0,0,0,1,624594,308172,316422,119999,439459,169608,162799,581601,5629,12188,7721,3110,13529,816,9043,8512,129242,35770,245022,93930,64737,32000,42141.53274897856,24535.650946054557,42,41.316123753990595,0.4933957098531206,0.5066042901468795,0.9311664857491426,0.06883351425085737,0.009012254360432537,0.019513475953979707,0.012361630114922653,0.004979234510738176,0.021660470641728866,0.0013064486690554185,79.7,5.708333333333334,403689,158667,0.9186044659456286,0.3610507464860203,0.14731067062001232,1.4269658830516612,6.179772553677742,0.7620041507476062,4.628690021360178,5.66274504290522,4.801686985629295,5.374153413706261,315067,0.637,0.623,0.6351094474110179
51,Virginia,VA,2008,1,0,0,0,0,7769089,3822255,3946834,1827916,5158189,2299821,1343660,5184933,1514048,528002,375504,18713,132390,15499,429295,391825,1761249,728985,2698329,1029202,701673,35248,49963.66611649502,28609.65900744585,37,36.99815319402314,0.4919823933024837,0.5080176066975163,0.667379791890658,0.332620208109342,0.19488102144279723,0.06796189360168226,0.04833307997887526,0.0024086479122584384,0.01704060797861886,0.0019949571951100057,78.44,5.183333333333332,4429204,1730875,0.8586742362484198,0.33555866215836605,0.1360308821565088,1.3302637805632946,5.535091870421964,0.7658200355592891,4.737715301693976,5.269299680845968,5.471919596394459,5.306814595814614,3723260,0.67,0.618,0.6709364775825917
51,Virginia,VA,2010,0,1,0,0,0,8024617,3942698,4081919,1853506,5361143,2365543,1433858,5194980,1547740,629768,437182,15684,182387,16876,490817,446185,1811719,724737,2796585,1076326,763495,35385.6,51112.32552357371,27978.757478258885,37,37.262985136860735,0.4913253803888709,0.5086746196111291,0.6473804294958875,0.3526195705041125,0.19287400258479626,0.0784795087416633,0.054480107897984416,0.001954485802873832,0.022728436759037844,0.0021030287177568724,79.05,5.437499999999998,4636406,1839821,0.8648167004685381,0.34317700535128426,0.1424127280320633,1.3504064338518855,5.669376225679237,0.7658787010001509,4.739391457147169,5.359381302835214,5.498931705970465,5.431637161009311,2189841,0.387,0.354,0.38250992239899695
