fips,state,state_name,county,division,region,ur12mo,ur6mo
21153,KY,Kentucky,Magoffin County,East South Central,South,19.675,19.4
21155,KY,Kentucky,Marion County,East South Central,South,4.258333333333334,4.15
21157,KY,Kentucky,Marshall County,East South Central,South,5.791666666666667,5.6
21159,KY,Kentucky,Martin County,East South Central,South,10.741666666666667,10.066666666666666
21161,KY,Kentucky,Mason County,East South Central,South,6.416666666666667,6.416666666666667
21163,KY,Kentucky,Meade County,East South Central,South,5.208333333333333,5.05
21165,KY,Kentucky,Menifee County,East South Central,South,8.825,7.7
21167,KY,Kentucky,Mercer County,East South Central,South,4.9,4.65
21169,KY,Kentucky,Metcalfe County,East South Central,South,4.741666666666666,4.283333333333333
21171,KY,Kentucky,Monroe County,East South Central,South,4.3,4
21173,KY,Kentucky,Montgomery County,East South Central,South,6.533333333333333,6.183333333333334
21175,KY,Kentucky,Morgan County,East South Central,South,8.2,7.366666666666667
21177,KY,Kentucky,Muhlenberg County,East South Central,South,7.375,7.183333333333334
21179,KY,Kentucky,Nelson County,East South Central,South,4.633333333333333,4.383333333333333
21181,KY,Kentucky,Nicholas County,East South Central,South,5.875,5.516666666666667
21183,KY,Kentucky,Ohio County,East South Central,South,6.733333333333333,6.6
21185,KY,Kentucky,Oldham County,East South Central,South,3.4916666666666667,3.316666666666667
21187,KY,Kentucky,Owen County,East South Central,South,4.25,4.033333333333333
21189,KY,Kentucky,Owsley County,East South Central,South,10.241666666666667,9.35
21191,KY,Kentucky,Pendleton County,East South Central,South,4.875,4.483333333333333
21193,KY,Kentucky,Perry County,East South Central,South,10.733333333333334,11.15
21195,KY,Kentucky,Pike County,East South Central,South,11.1,11.05
21197,KY,Kentucky,Powell County,East South Central,South,7.258333333333333,6.95
21199,KY,Kentucky,Pulaski County,East South Central,South,5.558333333333334,5.333333333333333
21201,KY,Kentucky,Robertson County,East South Central,South,6.391666666666667,6.1
21203,KY,Kentucky,Rockcastle County,East South Central,South,6.25,5.866666666666667
21205,KY,Kentucky,Rowan County,East South Central,South,5.925,5.95
21207,KY,Kentucky,Russell County,East South Central,South,8.841666666666667,7.6000000000000005
21209,KY,Kentucky,Scott County,East South Central,South,3.8833333333333333,3.8
21211,KY,Kentucky,Shelby County,East South Central,South,3.6666666666666665,3.4833333333333334
21213,KY,Kentucky,Simpson County,East South Central,South,4.6,4.45
21215,KY,Kentucky,Spencer County,East South Central,South,3.825,3.6333333333333333
21217,KY,Kentucky,Taylor County,East South Central,South,5.091666666666667,4.95
21219,KY,Kentucky,Todd County,East South Central,South,4.625,4.316666666666666
21221,KY,Kentucky,Trigg County,East South Central,South,5.691666666666666,5.433333333333334
21223,KY,Kentucky,Trimble County,East South Central,South,5.441666666666666,5.4
21225,KY,Kentucky,Union County,East South Central,South,6.941666666666666,6.8
21227,KY,Kentucky,Warren County,East South Central,South,4.041666666666667,3.8
21229,KY,Kentucky,Washington County,East South Central,South,4.358333333333333,4.3
21231,KY,Kentucky,Wayne County,East South Central,South,7.9,7.533333333333333
21233,KY,Kentucky,Webster County,East South Central,South,5.958333333333333,6.083333333333333
21235,KY,Kentucky,Whitley County,East South Central,South,6.741666666666667,6.566666666666666
21237,KY,Kentucky,Wolfe County,East South Central,South,10.466666666666667,9.766666666666667
21239,KY,Kentucky,Woodford County,East South Central,South,3.2666666666666666,3.25
22001,LA,Louisiana,Acadia Parish,West South Central,South,7.383333333333334,7.783333333333333
22003,LA,Louisiana,Allen Parish,West South Central,South,6.483333333333333,6.75
22005,LA,Louisiana,Ascension Parish,West South Central,South,4.875,5.166666666666667
22007,LA,Louisiana,Assumption Parish,West South Central,South,8.333333333333334,8.766666666666666
22009,LA,Louisiana,Avoyelles Parish,West South Central,South,7.133333333333333,7.35
22011,LA,Louisiana,Beauregard Parish,West South Central,South,6.033333333333333,6.233333333333333
22013,LA,Louisiana,Bienville Parish,West South Central,South,7.716666666666667,7.833333333333333
22015,LA,Louisiana,Bossier Parish,West South Central,South,5.375,5.583333333333333
22017,LA,Louisiana,Caddo Parish,West South Central,South,6.65,6.95
22019,LA,Louisiana,Calcasieu Parish,West South Central,South,4.85,4.966666666666667
22021,LA,Louisiana,Caldwell Parish,West South Central,South,7.708333333333333,7.766666666666667
22023,LA,Louisiana,Cameron Parish,West South Central,South,4.408333333333333,4.533333333333333
22025,LA,Louisiana,Catahoula Parish,West South Central,South,9.383333333333333,9.333333333333334
22027,LA,Louisiana,Claiborne Parish,West South Central,South,6.75,6.95
22029,LA,Louisiana,Concordia Parish,West South Central,South,8.25,8.55
22031,LA,Louisiana,De Soto Parish,West South Central,South,7.416666666666666,7.55
22033,LA,Louisiana,East Baton Rouge Parish,West South Central,South,5.15,5.516666666666667
22035,LA,Louisiana,East Carroll Parish,West South Central,South,11.65,11.466666666666667
22037,LA,Louisiana,East Feliciana Parish,West South Central,South,5.783333333333333,6.1
22039,LA,Louisiana,Evangeline Parish,West South Central,South,7.4750000000000005,7.85
22041,LA,Louisiana,Franklin Parish,West South Central,South,9.2,9.083333333333334
22043,LA,Louisiana,Grant Parish,West South Central,South,6.975,7.283333333333333
22045,LA,Louisiana,Iberia Parish,West South Central,South,9.333333333333334,9.716666666666667
22047,LA,Louisiana,Iberville Parish,West South Central,South,6.9,7.133333333333333
22049,LA,Louisiana,Jackson Parish,West South Central,South,5.675,5.883333333333333
22051,LA,Louisiana,Jefferson Parish,West South Central,South,5.325,5.516666666666667
22053,LA,Louisiana,Jefferson Davis Parish,West South Central,South,6.066666666666666,6.266666666666667
22055,LA,Louisiana,Lafayette Parish,West South Central,South,6.133333333333333,6.45
22057,LA,Louisiana,Lafourche Parish,West South Central,South,6.2,6.633333333333333
22059,LA,Louisiana,La Salle Parish,West South Central,South,6.733333333333333,6.75
22061,LA,Louisiana,Lincoln Parish,West South Central,South,6.283333333333333,6.7
22063,LA,Louisiana,Livingston Parish,West South Central,South,5.025,5.4
22065,LA,Louisiana,Madison Parish,West South Central,South,9.008333333333333,9.183333333333334
22067,LA,Louisiana,Morehouse Parish,West South Central,South,9.866666666666667,9.8
22069,LA,Louisiana,Natchitoches Parish,West South Central,South,6.775,7.183333333333334
22071,LA,Louisiana,Orleans Parish,West South Central,South,5.925,6.2
22073,LA,Louisiana,Ouachita Parish,West South Central,South,6.108333333333333,6.333333333333334
22075,LA,Louisiana,Plaquemines Parish,West South Central,South,5.35,5.516666666666667
22077,LA,Louisiana,Pointe Coupee Parish,West South Central,South,6.483333333333333,6.9
22079,LA,Louisiana,Rapides Parish,West South Central,South,6.133333333333334,6.516666666666667
22081,LA,Louisiana,Red River Parish,West South Central,South,6.05,6.266666666666667
22083,LA,Louisiana,Richland Parish,West South Central,South,7.591666666666667,7.333333333333333
22085,LA,Louisiana,Sabine Parish,West South Central,South,6.991666666666666,7.183333333333334
22087,LA,Louisiana,St. Bernard Parish,West South Central,South,6.116666666666667,6.35
22089,LA,Louisiana,St. Charles Parish,West South Central,South,5.35,5.55
22091,LA,Louisiana,St. Helena Parish,West South Central,South,7.75,8.2
22093,LA,Louisiana,St. James Parish,West South Central,South,7.558333333333334,7.7
22095,LA,Louisiana,St. John the Baptist Parish,West South Central,South,6.883333333333334,7.05
22097,LA,Louisiana,St. Landry Parish,West South Central,South,8.108333333333334,8.5
22099,LA,Louisiana,St. Martin Parish,West South Central,South,7.75,8.166666666666666
22101,LA,Louisiana,St. Mary Parish,West South Central,South,9.225,9.783333333333333
22103,LA,Louisiana,St. Tammany Parish,West South Central,South,5.016666666666667,5.233333333333333
22105,LA,Louisiana,Tangipahoa Parish,West South Central,South,6.8,7.066666666666666
22107,LA,Louisiana,Tensas Parish,West South Central,South,9.733333333333334,10.2
22109,LA,Louisiana,Terrebonne Parish,West South Central,South,6.908333333333333,7.283333333333333
22111,LA,Louisiana,Union Parish,West South Central,South,6.633333333333333,6.733333333333333
22113,LA,Louisiana,Vermilion Parish,West South Central,South,7.633333333333334,7.85
22115,LA,Louisiana,Vernon Parish,West South Central,South,7.233333333333333,7.566666666666666
22117,LA,Louisiana,Washington Parish,West South Central,South,7.108333333333333,7.416666666666666
22119,LA,Louisiana,Webster Parish,West South Central,South,8.6,8.9
22121,LA,Louisiana,West Baton Rouge Parish,West South Central,South,5.35,5.716666666666667
22123,LA,Louisiana,West Carroll Parish,West South Central,South,11.983333333333334,11.433333333333334
22125,LA,Louisiana,West Feliciana Parish,West South Central,South,5.275,5.4
22127,LA,Louisiana,Winn Parish,West South Central,South,7.791666666666666,7.883333333333333
23001,ME,Maine,Androscoggin County,New England,Northeast,3.6416666666666666,3.316666666666667
23003,ME,Maine,Aroostook County,New England,Northeast,5.416666666666667,4.916666666666667
23005,ME,Maine,Cumberland County,New England,Northeast,2.95,2.75
23007,ME,Maine,Franklin County,New England,Northeast,4.483333333333333,4.233333333333333
23009,ME,Maine,Hancock County,New England,Northeast,4.75,3.2666666666666666
23011,ME,Maine,Kennebec County,New England,Northeast,3.691666666666667,3.283333333333333
23013,ME,Maine,Knox County,New England,Northeast,3.6083333333333334,2.9166666666666665
23015,ME,Maine,Lincoln County,New England,Northeast,3.8166666666666664,3.033333333333333
23017,ME,Maine,Oxford County,New England,Northeast,4.741666666666667,4.216666666666667
23019,ME,Maine,Penobscot County,New England,Northeast,4.408333333333333,3.966666666666667
23021,ME,Maine,Piscataquis County,New England,Northeast,5.05,4.533333333333333
23023,ME,Maine,Sagadahoc County,New England,Northeast,2.966666666666667,2.683333333333333
23025,ME,Maine,Somerset County,New England,Northeast,5.691666666666666,4.983333333333333
23027,ME,Maine,Waldo County,New England,Northeast,4.35,3.5666666666666664
23029,ME,Maine,Washington County,New England,Northeast,5.675,4.6
23031,ME,Maine,York County,New England,Northeast,3.4416666666666664,2.9333333333333336
24001,MD,Maryland,Allegany County,South Atlantic,South,6.383333333333334,5.983333333333333
24003,MD,Maryland,Anne Arundel County,South Atlantic,South,3.8833333333333333,3.8833333333333333
24005,MD,Maryland,Baltimore County,South Atlantic,South,4.725,4.683333333333334
24009,MD,Maryland,Calvert County,South Atlantic,South,3.966666666666667,3.9833333333333334
24011,MD,Maryland,Caroline County,South Atlantic,South,4.85,4.6
24013,MD,Maryland,Carroll County,South Atlantic,South,3.725,3.716666666666667
24015,MD,Maryland,Cecil County,South Atlantic,South,5.333333333333333,5.183333333333334
24017,MD,Maryland,Charles County,South Atlantic,South,4.35,4.333333333333333
24019,MD,Maryland,Dorchester County,South Atlantic,South,6.325,5.833333333333334
24021,MD,Maryland,Frederick County,South Atlantic,South,3.9916666666666667,3.966666666666667
24023,MD,Maryland,Garrett County,South Atlantic,South,5.775,5.05
24025,MD,Maryland,Harford County,South Atlantic,South,4.3,4.25
24027,MD,Maryland,Howard County,South Atlantic,South,3.3583333333333334,3.45
24029,MD,Maryland,Kent County,South Atlantic,South,4.958333333333333,4.55
24031,MD,Maryland,Montgomery County,South Atlantic,South,3.5083333333333333,3.5833333333333335
24033,MD,Maryland,Prince George's County,South Atlantic,South,4.566666666666666,4.533333333333333
24035,MD,Maryland,Queen Anne's County,South Atlantic,South,3.975,3.816666666666667
24037,MD,Maryland,St. Mary's County,South Atlantic,South,4.35,4.4
24039,MD,Maryland,Somerset County,South Atlantic,South,7.416666666666667,6.75
24041,MD,Maryland,Talbot County,South Atlantic,South,4.283333333333333,3.933333333333333
24043,MD,Maryland,Washington County,South Atlantic,South,5.166666666666667,5.05
24045,MD,Maryland,Wicomico County,South Atlantic,South,6.3,5.816666666666666
24047,MD,Maryland,Worcester County,South Atlantic,South,9.508333333333333,6.566666666666666
24510,MD,Maryland,Baltimore city,South Atlantic,South,6.725,6.616666666666667
25001,MA,Massachusetts,Barnstable County,New England,Northeast,5.183333333333334,3.6333333333333333
25003,MA,Massachusetts,Berkshire County,New England,Northeast,4.633333333333334,4.033333333333333
25005,MA,Massachusetts,Bristol County,New England,Northeast,5.091666666666667,4.566666666666666
25007,MA,Massachusetts,Dukes County,New England,Northeast,5.725,3.283333333333333
25009,MA,Massachusetts,Essex County,New England,Northeast,4.133333333333334,3.8166666666666664
25011,MA,Massachusetts,Franklin County,New England,Northeast,3.6666666666666665,3.2
25013,MA,Massachusetts,Hampden County,New England,Northeast,5.416666666666667,5.1
25015,MA,Massachusetts,Hampshire County,New England,Northeast,3.775,3.6333333333333333
25017,MA,Massachusetts,Middlesex County,New England,Northeast,3.2666666666666666,3.1333333333333333
